tax_block,tax_lot,council_district,address,bldgclass,ownername,unitsres,bbl,borocode,issue_date,violation_type_code,violation_number,violation_category,violation_type,house_maint_code_violate_count,is_tax_lien_sale_eligable,violation_count,has_tax_lien,has_violations,is_residential,unitsres_zero,zombie_score,likely_zombie,borough
5344,29,39.0,1458 41 STREET,B1,"BREIER, MOISHE",2.0,3053440029,3.0,20200902,AEUHAZ1,04516,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
5371,89,13.0,3054 EAST TREMONT AVENUE,S5,DUDLEY REALTY CORP,5.0,2053710089,2.0,20170224,LBLVIO,04199,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Bronx
5189,1,45.0,2302 CLARENDON ROAD,C1,301 EAST 23RD STREETREALTY,20.0,3051890001,3.0,20111213,LBLVIO,13503,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,32.0,1.0,32.0,1,1,1,0,21.0,1,Brooklyn
7596,57,45.0,1796 NEW YORK AVENUE,A9,"HINDY, MORDECHAI K",1.0,3075960057,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7945,25,23.0,224-10 HILLSIDE AVENUE,C6,UNITED VETERANS MUTUAL HOUSING COMPANY INC.,132.0,4079450025,4.0,20010227,LL6291,28606,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Queens
5053,130,20.0,41-37 147 STREET,B1,"MUI, HENRY HANGLEI",2.0,4050530130,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
6579,83,24.0,139-19 72 ROAD,S1,CONGREGATION BETH JOSEPH,1.0,4065790083,4.0,20220728,C,22-02439,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,0,0,2.0,0,Queens
513,5,49.0,560 BAY STREET,K4,"STATEN ISLAND BEACH, LLC",0.0,5005130005,5.0,20210602,BENCH,01764,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE,0.0,1.0,0.0,1,1,0,1,6.0,1,Staten Island
2017,31,36.0,1168 FULTON STREET,S3,"CHOWDURY, SHAMEEM",3.0,3020170031,3.0,20070119,LL6291,16784,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,2.0,1.0,2.0,1,1,0,0,6.0,1,Brooklyn
2016,81,36.0,149 LEFFERTS PLACE,C3,LORNA FAIRWEATHER &,4.0,3020160081,3.0,20230425,LBLVIO,19361,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
5000,37,20.0,34-20 150 PLACE,A1,"BAI, JING",1.0,4050000037,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7912,50,23.0,226-26 UNION TURNPIKE,D4,CAMBRIDGE HALL TENANTS CORP,191.0,4079120050,4.0,20210429,EGRADE,2004763,V-DOB VIOLATION - ACTIVE,EGRADE-FAILURE TO POST ENERGY GRADE/SCORE                              NONE,11.0,0.0,11.0,0,1,1,0,7.5,1,Queens
5061,6,20.0,131-20 41 AVENUE,G1,EASLE REALTY CORP.,0.0,4050610006,4.0,20170227,E,9027/596647,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,1.0,1.0,1.0,1,1,0,1,6.5,1,Queens
2840,113,49.0,27 GREENFIELD AVENUE,A5,"ZENG, JING GUANG",1.0,5028400113,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
13620,28,31.0,248-10 HOOK CREEK BOULEVARD,B3,"BISPAT, PETRINA",2.0,4136200028,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
2766,92,17.0,1315 RANDALL AVENUE,F5,A & M CARPENTRY DESIGNS CORP.,0.0,2027660092,2.0,20030319,LL6291,09555,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Bronx
5042,6,40.0,647 FLATBUSH AVENUE,C1,"423 FLATBUSH, LLC",8.0,3050420006,3.0,20160406,AEUHAZ1,00208,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,94.0,1.0,94.0,1,1,1,0,52.0,1,Brooklyn
5409,355,13.0,3336 POLO PLACE,A1,"JARA, ANGELES",1.0,2054090355,2.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Bronx
3601,7,50.0,54 BANCROFT AVENUE,A1,"PEPEL, EILEEN",1.0,5036010007,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
7322,22,48.0,2038 EAST 18 STREET,B1,YAN YAN LI,2.0,3073220022,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
529,20,49.0,52 BROAD STREET,A1,SILVER SULLIVAN,1.0,5005290020,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
1778,37,36.0,1 SPENCER COURT,C1,1 SPENCER REALTY & MANAGEMENT LLC,16.0,3017780037,3.0,20020326,LL6291,17429,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,10.0,1.0,10.0,1,1,1,0,10.0,1,Brooklyn
7835,49,46.0,1230 EAST 56 STREET,B1,THE GOTTESMAN FAMILY REVOCABLE LIVING TR UST,2.0,3078350049,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
8,92,49.0,15 HYATT STREET,K7,BANCO SANTANDER S.A.,0.0,5000080092,5.0,20190121,E,9028/645808,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Staten Island
7687,84,23.0,69-15 228 STREET,A1,"LI, DUO",1.0,4076870084,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7628,13,45.0,1179 EAST 28 STREET,A1,"HOFFERT, RAHCHEL",1.0,3076280013,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5090,51,40.0,804 ROGERS AVENUE,B1,EVANGELICAL CHRISTIAN CHURCH OF BROOKLYN,2.0,3050900051,3.0,19990316,LL6291,21454,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,3.0,1.0,3.0,1,1,1,0,6.5,1,Brooklyn
5296,60,39.0,1239 37 STREET,A1,1239-37TH STREET LLC,1.0,3052960060,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
8504,4,46.0,3717 AVENUE S,A5,"FLANDERS, JASON",1.0,3085040004,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7302,70,48.0,1945 EAST 23 STREET,B3,1945 E 23 RD ST LLC,2.0,3073020070,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
3637,22,50.0,181 NEW DORP LANE,K1,NEW DORP ACQUISITIONS LLC,0.0,5036370022,5.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,1,4.0,0,Staten Island
6619,20,24.0,141-40 71 AVENUE,A5,IZIA DAVIDOV,1.0,4066190020,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5219,4,45.0,1908 NEWKIRK AVENUE,C1,"NEWKIRK NOSTRAND EAST SPE OWNER, LLC",22.0,3052190004,3.0,20240923,LBLVIO,11651,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,44.0,1.0,44.0,1,1,1,0,27.0,1,Brooklyn
1233,37,36.0,778 PROSPECT PLACE,C1,GAYLEVAULT FINANCIAL SERVICES COMPANY,8.0,3012330037,3.0,20230620,LBLVIO,19315,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,10.0,1.0,10.0,1,1,1,0,10.0,1,Brooklyn
5610,7507,44.0,1270 44TH STREET,RM,1270 44TH HODINGS LLC,8.0,3056107507,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,0,0.0,0,Brooklyn
7788,59,45.0,1922 ALBANY AVENUE,A1,"JOHNSON, YVONNE",1.0,3077880059,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7616,42,23.0,215-11 67 AVENUE,A2,"ZHOU, JIE",1.0,4076160042,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5066,84,40.0,237 LENOX ROAD,C3,FRANCIS JOHN REVOCABLE LIVING TRUST,4.0,3050660084,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
3624,57,42.0,616 CHESTER STREET,C3,BERTYL A ANDREWS,4.0,3036240057,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
4712,25,42.0,575 EAST 91 STREET,C0,"MITCHELL, RUDOLPH",3.0,3047120025,3.0,no violations,no violations,no violations,no violations,no violations,2.0,0.0,2.0,0,0,1,0,1.0,0,Brooklyn
6807,18,48.0,3830 BEDFORD AVENUE,A1,"OVADIA, SHIMON",1.0,3068070018,3.0,20190408,C,1501MH,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
7171,39,24.0,73-28 184 STREET,A1,"LI, WEN WEI",1.0,4071710039,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7596,46,45.0,3216 AVENUE I,B2,"SKYERS, MARCIA",2.0,3075960046,3.0,20190724,AEUHAZ1,00541,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
1716,26,33.0,470 FLUSHING AVENUE,O2,470 FLUSHING LLC,0.0,3017160026,3.0,20170103,ACC1,11290,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
524,30,49.0,644 BAY STREET,K4,"TAYEH, IZZAT",2.0,5005240030,5.0,20230630,LBLVIO,18737,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Staten Island
7851,39,46.0,1445 EAST 53 STREET,A9,NINA DILL 2020 REVOCABLE LIVING TRUST,1.0,3078510039,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6739,45,20.0,161-20 59 AVENUE,A1,"LI, MENG",1.0,4067390045,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
16,54,49.0,350 ST MARKS PLACE,O5,"BALKON REALTY 1 CO., L.P.",0.0,5000160054,5.0,20140331,EVCAT1,04762,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST                               ELEVATORREQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Staten Island
5162,18,40.0,810 OCEAN AVENUE,C1,800 OCEAN AVE INC,13.0,3051620018,3.0,19930601,LL6291,27716,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,109.0,0.0,109.0,0,1,1,0,56.5,1,Brooklyn
2763,352,17.0,741 WHITTIER STREET,C0,RAMJOHN  WAYNE,3.0,2027630352,2.0,20180307,AEUHAZ1,00137,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,1.0,1.0,1.0,1,1,1,0,5.5,1,Bronx
5033,18,40.0,250 MAPLE STREET,C1,CADORE ESTATE INC,26.0,3050330018,3.0,20160601,LL6291,LL6291,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,3.0,1.0,3.0,1,1,1,0,6.5,1,Brooklyn
4722,28,45.0,522 EAST 51 STREET,C2,NPJ123 CORP.,6.0,3047220028,3.0,20230630,LBLVIO,37764,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,29.0,1.0,29.0,1,1,1,0,19.5,1,Brooklyn
6956,38,24.0,71-11 168 STREET,A1,"KRISHNA, RAJALAKSHMI",1.0,4069560038,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5267,43,20.0,40-19 MURRAY STREET,B3,"FUNG, YUK YIP",2.0,4052670043,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7597,74,45.0,1683 FLATBUSH AVENUE,S2,JOYCE FRANCIS,2.0,3075970074,3.0,20180406,LBLVIO,08400,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,8.0,1.0,8.0,1,1,0,0,9.0,1,Brooklyn
5186,7502,20.0,140-37 CHERRY AVENUE,RM,UNAVAILABLE OWNER,21.0,4051867502,4.0,20121113,E,454735/9027,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,1.0,0.0,1.0,0,1,0,0,2.5,0,Queens
4679,37,41.0,5303 CHURCH AVENUE,S1,TROY BINNS,1.0,3046790037,3.0,19950829,LL6291,27214,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
2859,216,49.0,25 DAYNA DRIVE,A5,"FANG, DEDIAN",1.0,5028590216,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
5350,73,39.0,1411 36 STREET,B1,EMMANUEL ROSEMIE,2.0,3053500073,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
1254,140,35.0,804 NOSTRAND AVENUE,S2,AREP CMBS LLC,2.0,3012540140,3.0,20240923,LBLVIO,08292,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
14047,80,32.0,161-34 92 STREET,A1,"VENEZIANO, ANTHONY",1.0,4140470080,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7731,6,45.0,4711 AVENUE H,A9,"KOUSAR, RUKHSANA",1.0,3077310006,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5088,1,40.0,779 ROGERS AVENUE,C7,MARTENSE195,47.0,3050880001,3.0,20211013,AEUHAZ1,00348,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,71.0,1.0,71.0,1,1,1,0,40.5,1,Brooklyn
6825,58,48.0,1877 EAST 19 STREET,B2,"SHANBERG, IRWIN",2.0,3068250058,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6732,100,20.0,154-40 59 AVENUE,B1,"CHEN, XUN",2.0,4067320100,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5159,23,40.0,410 EAST 17 STREET,D1,404 REALTY ASSOCIATES,30.0,3051590023,3.0,20200902,AEUHAZ1,04444,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,93.0,1.0,93.0,1,1,1,0,51.5,1,Brooklyn
4281,1,42.0,697 EUCLID AVENUE,B1,JYRNY LLC,2.0,3042810001,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7662,68,23.0,64-37 CLOVERDALE BOULEVARD,A0,SHARMA PRADEEP,1.0,4076620068,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4682,9,41.0,912 LINDEN BOULEVARD,C1,"912 LINDEN BOULEVARD, LLC",16.0,3046820009,3.0,20230425,LBLVIO,17848,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,191.0,1.0,191.0,1,1,1,0,100.5,1,Brooklyn
1217,31,35.0,986 BERGEN STREET,C2,"HENRY, GERALDINE C",6.0,3012170031,3.0,20050131,LL6291,17159,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,1.0,1.0,1.0,1,1,1,0,5.5,1,Brooklyn
5168,19,20.0,56-31 141 STREET,O2,BOOTH MEMORIAL MED CNTR,0.0,4051680019,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Queens
5219,4,45.0,1908 NEWKIRK AVENUE,C1,"NEWKIRK NOSTRAND EAST SPE OWNER, LLC",22.0,3052190004,3.0,20210429,EGRADE,2003659,V-DOB VIOLATION - ACTIVE,EGRADE-FAILURE TO POST ENERGY GRADE/SCORE                              NONE,44.0,1.0,44.0,1,1,1,0,27.0,1,Brooklyn
3053,27,34.0,177 MONTROSE AVENUE,C2,MONTROSE PROP LLC,6.0,3030530027,3.0,19930816,LL6291,23231,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,5.0,1.0,5.0,1,1,1,0,7.5,1,Brooklyn
2784,32,34.0,785 GRAND STREET,S1,JCM GRAND STREET CORP,1.0,3027840032,3.0,19930816,LL6291,31034,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
7005,15,24.0,77-27 169 STREET,A1,"PAN, KWAI FONG",1.0,4070050015,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1812,25,36.0,346 GATES AVENUE,C1,KOLEL BAIS BARUCH HO,16.0,3018120025,3.0,20080103,LL6291,20020,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,20.0,1.0,20.0,1,1,1,0,15.0,1,Brooklyn
5409,67,20.0,43-37 149 STREET,B2,"ZHANG, YAN Y",2.0,4054090067,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1967,44,36.0,344 FRANKLIN AVENUE,S2,"HENEGAN, SHIRLEY",2.0,3019670044,3.0,20231004,AEUHAZ1,01611,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,8.0,1.0,8.0,1,1,0,0,9.0,1,Brooklyn
5293,21,39.0,1242 39TH STREET,O2,1240 PROPERTIES 26 LLC,0.0,3052930021,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Brooklyn
5085,83,40.0,199 LINDEN BOULEVARD,D1,201 LINDEN BLVD PARTNERS LLC,145.0,3050850083,3.0,20200902,AEUHAZ1,04406,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,84.0,0.0,84.0,0,1,1,0,44.0,1,Brooklyn
13588,93,31.0,257-19 147 AVENUE,A2,ISNARA JOSEPH,1.0,4135880093,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4687,30,41.0,980 LINDEN BOULEVARD,G2,KING EMPIRE REALTY CORP.,0.0,3046870030,3.0,19960524,ES,1701N,V-DOB VIOLATION - ACTIVE,ES-ELECTRIC SIGNS                                                  NONE,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
528,42,49.0,692 BAY STREET,S1,"GAMBINO, STEVEN",1.0,5005280042,5.0,20191108,LBLVIO,16201,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Staten Island
6382,29,20.0,138-54 60 AVENUE,A5,"XIE, HANG",1.0,4063820029,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7794,15,45.0,1423 EAST 46 STREET,A9,MOHAMED K ALMINAWI,1.0,3077940015,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
16111,43,31.0,7715 AQUATIC DRIVE,B2,"GUMBS, AVIONNE F",2.0,4161110043,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Queens
16125,78,32.0,3-31 BEACH 91 STREET,A5,MANCINI GERALD J,1.0,4161250078,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7596,46,45.0,3216 AVENUE I,B2,"SKYERS, MARCIA",2.0,3075960046,3.0,20190807,AEUHAZ1,00572,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
5408,176,13.0,RAWLINS AVENUE,V0,THADDEUS ROSS JR,0.0,2054080176,2.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Bronx
4678,42,41.0,5211 CHURCH AVENUE,S2,ALZUBAIDY BROTHERS II INC.,2.0,3046780042,3.0,19980504,LL6291,21274,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
7521,65,23.0,57-48 228 STREET,B2,"WONG, WING PA",2.0,4075210065,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5393,13,39.0,772 CONEY ISLAND AVENUE,G7,772 CONEY ISLAND AVE LLC,0.0,3053930013,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,1,4.0,0,Brooklyn
5590,59,38.0,953 42 STREET,C2,HAPPY ENTERPRISE LLC,6.0,3055900059,3.0,20180406,LBLVIO,07646,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,13.0,1.0,13.0,1,1,1,0,11.5,1,Brooklyn
1296,14,35.0,240 CROWN STREET,D1,240 CROWN LLC,135.0,3012960014,3.0,20060106,LL6291,09680,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,132.0,1.0,132.0,1,1,1,0,71.0,1,Brooklyn
4656,18,41.0,298 EAST 51 STREET,G7,KENYATTA  S. BLAKE,0.0,3046560018,3.0,20171115,AEUHAZ1,00745,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
2017,25,36.0,1156 FULTON STREET,S5,"FULTON FILMS, LLC",5.0,3020170025,3.0,20091231,LBLVIO,12690,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,3.0,1.0,3.0,1,1,0,0,6.5,1,Brooklyn
6825,2,48.0,1906 AVENUE R,B3,"KEYSERMAN, DINA",2.0,3068250002,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7596,46,45.0,3216 AVENUE I,B2,"SKYERS, MARCIA",2.0,3075960046,3.0,20070216,UB,3703/07,V-DOB VIOLATION - ACTIVE,UB-UNSAFE BUILDINGS                                                NONE,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
5355,7,13.0,1310 EDISON AVENUE,B1,"RADONCIC, ELVIR",2.0,2053550007,2.0,20210901,AEUHAZ1,00209,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,1.0,0.0,1,1,1,0,5.0,0,Bronx
5029,7501,20.0,149-09 41 AVENUE,RM,NAME NOT ON FILE,3.0,4050297501,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,0,3.0,0,Queens
7914,2,23.0,221-22 MANOR ROAD,C6,UNITED VETERAN MUTUAL HOUSING COMPANY INCORPORATED,350.0,4079140002,4.0,20140515,LBLVIO,18033,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Queens
7685,36,23.0,69-47 226 STREET,B3,SINGH MAKHAN,2.0,4076850036,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
2017,31,36.0,1168 FULTON STREET,S3,"CHOWDURY, SHAMEEM",3.0,3020170031,3.0,20170224,LBLVIO,09641,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2.0,1.0,2.0,1,1,0,0,6.0,1,Brooklyn
5145,55,20.0,138-70 ELDER AVENUE,D4,LAFAYETTE APARTMENTS,126.0,4051450055,4.0,19970210,LL6291,36853,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,21.0,0.0,21.0,0,1,1,0,12.5,1,Queens
2685,61,33.0,48 DIAMOND STREET,B9,48 DIAMOND STREET LLC,2.0,3026850061,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
2016,15,36.0,1074 FULTON STREET,C4,CRK ONE LLC,7.0,3020160015,3.0,19990316,LL6291,17418,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,1.0,1.0,1.0,1,1,1,0,5.5,1,Brooklyn
8691,46,48.0,3089 BRIGHTON 6 STREET,D6,"GRUDSKY, MICHAEL",7.0,3086910046,3.0,20111213,LBLVIO,15613,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,3.0,0.0,3.0,0,1,1,0,3.5,0,Brooklyn
